代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),季度,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
5213,亞昕,31.6,-0.2,-0.63,-0.19,,,,,,,,,,,,,2016Q1,-0.86,-0.65,-0.29,-0.51,-0.47,-0.2,0.94,0.29,-0.2,0.04,-0.39,-0.02
5220,萬達光電,18.65,+0.05,+0.27,-0.01,,,,,,,,,,,,,2016Q1,-0.01,-0.06,0.05,-0.21,0,-0.01,-0.04,-0.1,0.17,0.02,0.05,0.01
5230,雷笛克光學,20.45,+0.05,+0.25,-0.02,,,,,,,,,,,,,2016Q1,-0.05,-0.05,0,-0.09,-0.01,-0.01,-0.04,-0.07,0.09,0.02,0.01,-0.01
5236,凌陽創新,125.5,-2,-1.57,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
5251,天鉞電,41,-1.2,-2.84,0.02,,,,,,,,,,,,,2016Q1,0.05,0,0.07,0,-0.02,0,0.01,0.09,0.09,0.04,-0.11,0.03
5263,智崴,94.2,-1.9,-1.98,0.06,,,,,,,,,,,,,2016Q1,0.1,-0.1,0.19,-0.18,0.04,-0.07,0.08,-0.06,0.31,-0.09,0.16,0.31
5274,信驊,2790,-130,-4.45,0.05,,,,,,,,,,,,,2016Q1,0.03,-0.14,0.29,-0.28,0.1,-0.01,0,-0.23,0.53,0.14,0.1,0.11
5276,達輝-KY,14.05,-0.1,-0.71,0.03,,,,,,,,,,,,,2016Q1,0.03,-0.04,0.05,-0.05,0.05,0.02,-0.05,-0.04,0.11,0.16,0.1,0.07
5278,尚凡*,29.3,-0.45,-1.51,0,,,,,,,,,,,,,2016Q1,0,-0.02,0.02,-0.06,-0.05,0.02,0.03,-0.02,0.04,0,0.04,0
5287,數字,181,+1.5,+0.84,0.05,,,,,,,,,,,,,2016Q1,0.06,0.06,0.04,0.01,0.04,0.04,0.02,0.03,0.09,0.04,0.1,0.08
5289,宜鼎,233,0,0,-0.1,,,,,,,,,,,,,2016Q1,-0.04,-0.2,0.14,-0.49,0.05,-0.1,-0.25,-0.19,0.42,-0.35,0.01,-0.21
5291,邑昇,24.1,0,0,-0.01,,,,,,,,,,,,,2016Q1,0,-0.07,0.02,-0.1,0.09,-0.07,-0.09,-0.07,0.1,0.02,0.03,-0.04
5299,杰力,75.5,-2,-2.58,0.02,,,,,,,,,,,,,2016Q1,-0.02,-0.04,0.06,-0.1,0.02,0,-0.04,-0.04,0.22,0.03,0.07,0.06
5309,系統電,35.9,-0.9,-2.45,-0.04,,,,,,,,,,,,,2016Q1,-0.18,-0.1,-0.35,-0.32,0.41,-0.04,-0.27,0,0.16,-0.01,0.08,0.06
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
5310,天剛,46.7,0,0,-0.03,,,,,,,,,,,,,2016Q1,-0.35,-0.11,0.39,0.01,-0.02,-0.03,0.09,-0.01,0.01,-0.47,-0.06,0.17
5312,寶島科,119,-2.5,-2.06,0.58,,,,,,,,,,,,,2016Q1,0.81,1.04,0.55,0.8,0.41,0.63,0.33,0.58,0.44,0.45,0.53,0.42
5314,世紀*,65.6,-0.9,-1.35,0.11,,,,,,,,,,,,,2016Q1,0.03,-0.01,0.02,-0.11,-0.04,-0.06,0.85,-0.02,0.1,0.6,0.02,0.01
5315,光聯,20.2,-0.3,-1.46,0.05,,,,,,,,,,,,,2016Q1,0.03,-0.21,0.3,-0.48,0.07,-0.01,-0.01,0.18,0.52,0.09,0,0.07
5321,美而快,40.45,-0.85,-2.06,-0.01,,,,,,,,,,,,,2016Q1,0.02,-0.09,0.09,-0.21,0.02,0,-0.08,-0.09,0.21,0.02,0.05,-0.02
5324,士開,10.5,+0.25,+2.44,-0.09,,,,,,,,,,,,,2016Q1,0.03,-0.09,0.05,-0.21,-0.05,-0.06,0,-0.09,-0.08,-0.07,-0.33,-0.13
5328,華容,12.75,-0.3,-2.3,0.03,,,,,,,,,,,,,2016Q1,0.03,0.23,0.11,-0.16,-0.31,0.27,-0.08,0.05,0.08,0.07,0.09,-0.06
5340,建榮,30.3,-0.8,-2.57,0.01,,,,,,,,,,,,,2016Q1,-0.01,0.04,0.04,-0.21,0,0.08,-0.07,-0.1,0.15,0.08,0.05,0.02
5344,立衛,13,0,0,0.01,,,,,,,,,,,,,2016Q1,0,0.01,0,0,0,0,0.02,-0.01,0.02,0,0,0.01
5347,世界,91.8,-1.2,-1.29,0.57,,,,,,,,,,,,,2016Q1,0.81,-0.13,1.5,-0.93,1.1,0.65,-0.29,0,1.12,0.91,1.15,0.92
5353,台林,26.5,-0.1,-0.38,0.04,,,,,,,,,,,,,2016Q1,0.04,0.05,0.08,-0.11,0.04,0.11,0.02,0,0.14,0.06,0.05,0.04
5356,協益,27.3,-0.05,-0.18,0.28,,,,,,,,,,,,,2016Q1,0.61,0.15,0.93,0.02,-0.03,0.06,-0.19,-0.24,1.06,0.57,0.12,0.27
5371,中光電,62,-1.5,-2.36,1.38,,,,,,,,,,,,,2016Q1,1.94,1.5,1.28,0.84,0.99,1.6,1.48,1.45,1.56,1.34,1.31,1.22
5381,合正,17.9,-0.45,-2.45,-0.3,,,,,,,,,,,,,2016Q1,0.02,-0.04,0.05,-0.1,-3.09,-0.01,0.02,-0.01,0.05,-0.03,-0.42,0.03
5386,青雲,60,-1.2,-1.96,0,,,,,,,,,,,,,2016Q1,0.03,0.02,0.02,-0.02,0.01,0.01,0.05,0.08,-0.11,-0.02,0.02,-0.03
5392,能率,28.35,+0.05,+0.18,0.34,,,,,,,,,,,,,2016Q1,0.37,-0.9,0.48,-0.07,0.67,0.4,0.13,0.04,0.75,0.71,-0.6,2.08
5398,慕康生醫,16.85,+0.25,+1.51,0.01,,,,,,,,,,,,,2016Q1,0.01,0.02,0.01,0.02,0.12,0.18,-0.04,0,-0.08,-0.28,0.14,0.02
5403,中菲,120,-1,-0.83,0.07,,,,,,,,,,,,,2016Q1,0.03,0.06,0.07,0.13,0.04,0.16,0.07,0.06,0.06,0.08,0.06,0
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
5410,國眾,28.15,+0.05,+0.18,0.06,,,,,,,,,,,,,2016Q1,0.07,0.04,0.03,0.07,0.06,0.03,0.1,0.03,0.09,0.04,0.07,0.1
5425,台半,41.65,-1.15,-2.69,0.11,,,,,,,,,,,,,2016Q1,0.03,-0.33,0.41,-0.43,0.44,0.33,0.09,0.69,0.37,-0.53,0.14,0.1
5426,振發,22.1,-0.55,-2.43,0.04,,,,,,,,,,,,,2016Q1,0.14,-0.04,0.25,-0.41,0.04,-0.09,-0.09,-0.18,0.66,0.19,0.02,0
5432,新門,126,+2,+1.61,-0.01,,,,,,,,,,,,,2016Q1,0,-0.03,0.05,-0.09,0.01,0,-0.23,-0.03,0.1,0.01,0.02,0.02
5438,東友,18.35,-0.65,-3.42,0.18,,,,,,,,,,,,,2016Q1,-0.17,0.45,0.33,-0.2,0.25,0.65,0.09,-0.03,0.03,0.65,0.14,-0.02
5439,高技,137,-15,-9.87,0.04,,,,,,,,,,,,,2016Q1,0.05,-0.03,0.15,-0.13,0.06,0.02,-0.06,0,0.3,0.04,0.03,0.06
5443,均豪,64.5,-2.1,-3.15,0.02,,,,,,,,,,,,,2016Q1,0.62,-0.39,0.5,-0.48,-0.42,-0.34,-0.04,-0.07,0.51,-0.11,0.26,0.22
5450,南良,14.8,-0.3,-1.99,0.02,,,,,,,,,,,,,2016Q1,0.02,-0.02,0.1,-0.05,0.02,0,0,-0.11,0.22,0.06,0.02,0.04
5452,佶優,26.35,-0.6,-2.23,-0.02,,,,,,,,,,,,,2016Q1,0.03,-0.19,0.06,-0.43,0.01,-0.01,-0.11,-0.13,-0.03,-0.19,0.65,0.11
5455,昇益,37.9,+0.4,+1.07,0,,,,,,,,,,,,,2016Q1,0,0,0,0,0,0,0,-0.01,-0.01,0.08,-0.02,-0.02
5457,宣德,38.75,-1.4,-3.49,0.2,,,,,,,,,,,,,2016Q1,0.15,0.07,0.33,-0.2,0.12,0.32,0.39,-0.16,0.36,0.47,0.44,0.08
5460,同協,12.5,+0.1,+0.81,0,,,,,,,,,,,,,2016Q1,0.02,-0.01,0.05,-0.09,0.02,0.02,-0.02,-0.01,0.03,0,0.02,0.02
5464,霖宏,23.45,+0.7,+3.08,0.04,,,,,,,,,,,,,2016Q1,0.03,-0.76,1.01,-1.96,0.23,-0.06,-0.33,-0.73,1.91,0.27,0.48,0.33
5465,富驊,31.25,-0.55,-1.73,0.04,,,,,,,,,,,,,2016Q1,0.14,-0.04,0.16,-0.24,0,-0.02,-0.01,-0.04,-0.03,-0.09,0.3,0.33
5474,聰泰,135.5,-6,-4.24,0.01,,,,,,,,,,,,,2016Q1,0.05,-0.07,0.12,-0.21,0.03,-0.01,-0.01,-0.08,0.19,0.04,0.05,0.03
5478,智冠,101,-1.5,-1.46,0.21,,,,,,,,,,,,,2016Q1,0.43,0.15,0.33,-0.1,0.35,0.27,0.3,0.14,0.27,0.06,0.19,0.14
5483,中美晶,100,-4,-3.85,-1.32,,,,,,,,,,,,,2016Q1,-2.66,-6.54,1.9,-6.56,-2.09,1.08,-4.42,-3.24,4.81,-0.51,0.35,2.02
5488,松普,8.43,-0.26,-2.99,0.14,,,,,,,,,,,,,2016Q1,0.21,0.06,0.04,-0.02,-0.08,-0.07,-0.07,-0.13,0.11,1.69,-0.04,-0.05
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
5489,彩富,49.8,+4.15,+9.09,0.02,,,,,,,,,,,,,2016Q1,-0.01,-0.42,0.58,-0.83,0.11,-0.06,-0.24,-0.39,0.95,0.1,0.22,0.18
5490,同亨,21.5,+1.2,+5.91,0.02,,,,,,,,,,,,,2016Q1,0.03,0.03,0.05,0,0.03,0.02,0.01,0.01,0.05,-0.04,0.03,0.02
5493,三聯,66.2,-1.2,-1.78,0.17,,,,,,,,,,,,,2016Q1,0.26,0.35,0.19,0.05,0.2,0.14,0.03,0.11,0.2,0.2,0.23,0.11
5498,凱崴,8.84,-0.01,-0.11,0.08,,,,,,,,,,,,,2016Q1,-0.06,-0.08,0.43,-0.09,0.05,-0.02,0.43,0.02,0,0.4,-0.17,0.02
5508,永信建,129,-3.5,-2.64,0,,,,,,,,,,,,,2016Q1,0,0,0.01,0.01,0,0.01,0,0,0,0,0,0
5511,德昌,55.4,-1.2,-2.12,0.26,,,,,,,,,,,,,2016Q1,0.08,0.06,0.09,0.19,0.54,-0.03,1.26,0.19,0.17,0.11,0.27,0.23
5512,力麒,8.76,-0.06,-0.68,-0.39,,,,,,,,,,,,,2016Q1,-0.06,-0.61,-0.23,-0.14,-0.41,-0.36,-0.12,-0.67,0.2,-0.26,-1.17,-0.82
5514,三豐,18.85,+0.35,+1.89,0.16,,,,,,,,,,,,,2016Q1,0.12,0.33,0.16,0.41,-0.08,0.21,0.4,0.01,0.01,0.34,0.04,-0.02
5520,力泰,77.6,-0.1,-0.13,0.1,,,,,,,,,,,,,2016Q1,0,0.11,0.01,0.14,0.07,0.14,0.08,0.14,0.09,0.19,0.18,0.11
5523,豐謙,29.75,-0.15,-0.5,-0.08,,,,,,,,,,,,,2016Q1,-0.19,-0.1,-0.13,-0.16,-0.14,-0.09,-0.08,-0.06,-0.04,-0.03,-0.04,0.04
5530,龍巖,70.7,+0.2,+0.28,1.04,,,,,,,,,,,,,2016Q1,0.36,1.29,1.16,-0.75,0.33,2.12,0.5,-0.18,4.95,2.2,-0.51,0.97
5536,聖暉*,344,+8,+2.38,0.09,,,,,,,,,,,,,2016Q1,0.14,-0.07,0.26,-0.44,-0.03,-0.14,-0.25,-0.41,1.11,0.32,0.16,0.41
5548,安倉,27.85,+0.35,+1.27,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
5601,台聯櫃,35.2,-0.55,-1.54,0,,,,,,,,,,,,,2016Q1,0,0,0,0,0,0,0,0,0,0,0,0
5603,陸海,20.5,-0.05,-0.24,0,,,,,,,,,,,,,2016Q1,0.04,0.03,-0.12,-0.01,0.01,0.02,0.02,-0.04,0.02,0.03,-0.02,0.02
5604,中連,37.05,+0.15,+0.41,0.38,,,,,,,,,,,,,2016Q1,0.02,0.01,0.01,0,0.01,0.02,0.57,3.84,0.09,0,0,0
5609,中菲行,76.5,-1.9,-2.42,0.04,,,,,,,,,,,,,2016Q1,0.05,0.06,0.24,0,-0.06,-0.05,0.01,0.04,0.11,0.1,0.04,-0.07
5703,亞都,16.35,-0.15,-0.91,-0.01,,,,,,,,,,,,,2016Q1,0.01,0,-0.1,0.01,0,0,-0.01,0.01,0,0,-0.01,0
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
5704,老爺知,24.75,-0.4,-1.59,0,,,,,,,,,,,,,2016Q1,0.01,0.01,0,-0.01,0.01,0,0,0,0.02,0,-0.02,0.01
5864,致和證,12.55,-0.15,-1.18,0.37,,,,,,,,,,,,,2016Q1,0.09,0.05,0.03,0.01,0.03,0.04,0.04,3.86,0.06,0.1,0.06,0.06
5878,台名,41.5,-0.1,-0.24,0.03,,,,,,,,,,,,,2016Q1,0.01,0.07,0.01,0,0.05,0.19,0.01,0.01,0.03,0.02,0.01,0.01
5902,德記,41.9,0,0,0,,,,,,,,,,,,,2016Q1,-0.02,-0.02,0.02,-0.11,0,0.06,-0.03,-0.01,0.04,0.02,0.01,0.01
5903,全家,197.5,+1.5,+0.77,0.81,,,,,,,,,,,,,2016Q1,0.9,1.48,0.62,0.2,1.02,1.34,1.6,0.16,1.53,1.08,0.48,-0.7
5904,寶雅,479,-0.5,-0.1,0.04,,,,,,,,,,,,,2016Q1,0.19,0.1,0.11,0.04,-0.13,0.1,0,0.1,0.08,0.09,0.09,-0.25
6015,宏遠證,10.15,-0.05,-0.49,0.33,,,,,,,,,,,,,2016Q1,0.32,0.72,0.36,0.26,0.28,0.52,0.33,0.08,0.31,0.27,0.11,0.37
6016,康和證,11.35,-0.5,-4.22,0.46,,,,,,,,,,,,,2016Q1,0,0.22,-0.03,0.06,0.22,1.42,1.15,1.22,0.75,0.58,0.26,-0.38
6020,大展證,18.6,0,0,0.09,,,,,,,,,,,,,2016Q1,0.09,0.2,0.08,0.08,0.08,0.09,0.05,0.07,0.03,0.19,0.03,0.07
6021,美好證,23.35,+0.05,+0.21,0.21,,,,,,,,,,,,,2016Q1,0.35,0.09,0.06,0.09,0.36,0.15,-0.1,0.14,0.32,0.95,0.06,0.1
6023,元大期,80.6,-0.6,-0.74,1.86,,,,,,,,,,,,,2016Q1,1.81,1.23,1.6,0.91,1.67,1.7,2.22,1.54,2.31,2.02,2.43,2.94
6026,福邦證,12,-0.15,-1.23,0.02,,,,,,,,,,,,,2016Q1,0.02,-0.04,0.02,0.02,0.02,-0.01,-0.43,0.02,0.03,0.46,0.03,0.04
6101,寬魚國際,37.8,-0.3,-0.79,0.03,,,,,,,,,,,,,2016Q1,-0.11,-0.04,0.01,-0.03,0.54,-0.04,0,-0.02,0.03,-0.22,0.22,0.03
6103,合邦,45.75,-1.5,-3.17,-0.04,,,,,,,,,,,,,2016Q1,-0.03,-0.09,-0.06,0.02,-0.06,-0.03,-0.01,-0.07,-0.18,0.11,-0.06,-0.05
6104,創惟,125.5,-4.5,-3.46,-0.03,,,,,,,,,,,,,2016Q1,0,-0.19,0.17,-0.56,0.05,-0.04,-0.16,-0.21,0.42,0.04,0.1,0.05
6111,大宇資,51,0,0,-0.04,,,,,,,,,,,,,2016Q1,0,-0.01,-0.28,0.01,0,0.04,-0.17,-0.01,0.02,-0.05,-0.04,0
6114,久威,32.5,-0.5,-1.52,-0.03,,,,,,,,,,,,,2016Q1,0.1,-0.04,0.19,-0.3,-0.1,-0.17,-0.14,-0.23,0.34,0.16,-0.02,-0.12
6118,建達,16,-0.35,-2.14,0,,,,,,,,,,,,,2016Q1,-0.11,0.01,0.13,0.03,-0.01,0.02,0,-0.02,-0.03,-0.01,0.01,-0.01
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
6121,新普,337,-5.5,-1.61,1.94,,,,,,,,,,,,,2016Q1,1.35,1.79,1.99,2.94,3.28,2.2,2.17,0.61,1.94,2.31,1.56,1.11
6122,擎邦,44.85,0,0,0.19,,,,,,,,,,,,,2016Q1,-0.02,0.02,0.02,0.22,0.03,0.34,-0.06,-0.04,0.24,0.03,-0.01,1.47
6123,上奇,52,-0.3,-0.57,-0.01,,,,,,,,,,,,,2016Q1,0.05,-0.03,-0.03,-0.07,0.02,0.06,0.12,0.04,0,-0.13,-0.12,0.01
6126,信音,22.4,-0.5,-2.18,0.01,,,,,,,,,,,,,2016Q1,0.1,0.04,0.35,-0.04,-0.13,-0.07,-0.23,-0.36,0.21,0.27,-0.08,0.09
6134,萬旭,19.9,-0.55,-2.69,0.01,,,,,,,,,,,,,2016Q1,0.14,0.09,-0.15,-0.02,0.16,0.06,0.04,-0.02,-0.08,-0.08,-0.1,0.07
6138,茂達,149,-4.5,-2.93,0.03,,,,,,,,,,,,,2016Q1,0.12,-0.07,-0.5,-0.26,0.13,0.12,0.03,0,0.32,0.18,0.17,0.13
6140,訊達,36.9,+3.35,+9.99,-0.01,,,,,,,,,,,,,2016Q1,0,0.01,0.02,-0.04,0.02,-0.01,-0.05,-0.01,-0.04,-0.02,-0.02,0.02
6143,振曜,105,-5,-4.55,-0.14,,,,,,,,,,,,,2016Q1,0.58,-2.03,2.38,-4.55,-0.19,-0.62,-0.93,-1.47,3.36,0.44,0.97,0.36
6146,耕興,176,-2.5,-1.4,0.05,,,,,,,,,,,,,2016Q1,-0.06,-0.2,0.26,0.19,0.01,0.01,0.06,-0.01,0.16,0.01,0.08,0.05
6147,頎邦,58,-0.8,-1.36,-0.56,,,,,,,,,,,,,2016Q1,-0.14,-1.42,1.66,-3.28,0.34,-0.08,-0.96,-1.55,3.2,0.44,-5.42,0.54
6148,驊宏資,65.3,+5.9,+9.93,0.03,,,,,,,,,,,,,2016Q1,-0.1,0.06,-0.06,0.11,0.01,0,0.06,0,0.13,0.02,0.05,0.02
6151,晉倫,28.65,-0.25,-0.87,0.02,,,,,,,,,,,,,2016Q1,0,0.01,0.02,0.12,0.1,0.02,-0.01,0,-0.02,-0.02,0,0.03
6154,順發,14,-0.25,-1.75,0.02,,,,,,,,,,,,,2016Q1,0.01,0.07,0.03,0.01,0.01,0.01,0.01,0,0,0.01,0.05,-0.01
6156,松上,25,-0.15,-0.6,0.11,,,,,,,,,,,,,2016Q1,0.2,0.06,0.23,-0.01,0.65,-0.14,-0.04,-0.48,0.59,0.46,-0.02,-0.14
6158,禾昌,22.5,-0.05,-0.22,0.42,,,,,,,,,,,,,2016Q1,0.32,0.2,0.42,0.16,-0.05,0.26,-0.01,2.54,0.52,0.39,0.18,0.05
6161,捷波,43.75,-1.2,-2.67,0.17,,,,,,,,,,,,,2016Q1,0.01,-0.2,0.11,-0.06,0.14,0.22,0.82,0.65,0.13,-0.02,0.1,0.12
6163,華電網,19.35,+0.1,+0.52,0.03,,,,,,,,,,,,,2016Q1,0,0.02,0.17,0.02,0.05,0.03,0.12,0.06,-0.01,0.03,-0.13,0.01
6167,久正,10.35,0,0,-0.03,,,,,,,,,,,,,2016Q1,-0.01,0,-0.09,-0.17,-0.08,-0.01,-0.11,-0.1,0.13,0.15,0.02,-0.04
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
6170,統振,49.6,+0.1,+0.2,0.04,,,,,,,,,,,,,2016Q1,0.02,-0.1,0.2,-0.14,0.06,0.04,0.01,0.01,0.11,-0.05,0.28,0.08
6171,大城地產,34.5,-0.6,-1.71,0.01,,,,,,,,,,,,,2016Q1,0,0,0,-0.02,-0.02,-0.02,0.14,-0.01,-0.01,-0.01,0.03,0
6173,信昌電,34.35,-1.3,-3.65,-0.03,,,,,,,,,,,,,2016Q1,0.09,0.03,-0.24,-0.11,0.1,0.21,-0.04,-0.01,0.69,-1.1,-0.16,0.15
6174,安碁,17.75,-0.45,-2.47,0,,,,,,,,,,,,,2016Q1,-0.02,-0.04,0.11,-0.17,0.02,-0.01,-0.05,-0.07,0.16,0.02,0.02,0.01
6175,立敦,31.85,-1.25,-3.78,0.12,,,,,,,,,,,,,2016Q1,-0.51,-0.16,0.32,-0.2,0.11,1.77,0.06,-0.01,0.34,-0.17,-0.13,0.03
6180,橘子,70.6,0,0,-0.12,,,,,,,,,,,,,2016Q1,-0.13,-3.13,-0.08,0.2,1.4,-0.32,-0.47,0.31,-0.08,0.73,0.19,-0.07
6182,合晶,19.55,-0.25,-1.26,-0.82,,,,,,,,,,,,,2016Q1,-0.78,-0.79,-7.49,-0.76,-0.43,-0.18,-0.21,-0.65,0.42,2.39,-0.79,-0.58
6185,幃翔,16.2,-0.15,-0.92,0.09,,,,,,,,,,,,,2016Q1,0.15,0.14,0.33,-0.07,0.02,-0.02,-0.03,-0.24,0.44,0.32,0.1,-0.1
6186,新潤,60.9,-0.7,-1.14,0.02,,,,,,,,,,,,,2016Q1,0.01,0.06,0,0.03,0.01,0.01,0.53,-0.1,-0.07,-0.1,-0.1,-0.04
6187,萬潤,241,-14.5,-5.68,0,,,,,,,,,,,,,2016Q1,-0.02,-0.3,0.25,-0.5,0.1,0.17,-0.21,-0.14,0.36,0.08,0.12,0.05
6188,廣明,76.5,-1.5,-1.92,0.15,,,,,,,,,,,,,2016Q1,-0.47,-0.52,0.46,-1.08,0.28,-0.42,0.29,0.47,1.11,0.92,0.41,0.34
6190,萬泰科,34.3,-1.15,-3.24,0.04,,,,,,,,,,,,,2016Q1,0.06,0,-0.01,-0.2,0.13,0.02,0.12,0.31,0.08,-0.11,0,0.07
6194,育富,33,-0.4,-1.2,0.05,,,,,,,,,,,,,2016Q1,0.14,0,0.15,-0.11,0,0,-0.01,-0.03,0.12,0.17,0.11,0.06
6195,詩肯,31.5,-0.15,-0.47,0.02,,,,,,,,,,,,,2016Q1,0.03,0.01,0.01,0.02,0.02,0,0.07,0.02,0.02,0,0.06,0.01
6199,天品,118.5,+5.5,+4.87,0.01,,,,,,,,,,,,,2016Q1,-0.02,0.01,0,0.02,0,0.02,-0.01,0.36,-0.2,0.05,-0.15,0
6203,海韻電,61.7,-2.2,-3.44,0,,,,,,,,,,,,,2016Q1,0.02,-0.25,0.25,-0.49,0.1,-0.04,-0.19,-0.3,0.63,0.1,0,0.19
6204,艾華,50.8,+2.7,+5.61,0.03,,,,,,,,,,,,,2016Q1,0.03,-0.02,0.08,-0.08,0.06,0.04,-0.01,0.01,0.1,0.06,0.06,0.06
6207,雷科,39.6,-1.4,-3.41,0.02,,,,,,,,,,,,,2016Q1,0.02,-0.06,-0.24,-0.35,0.01,0,-0.25,-0.14,0.8,0.13,0.09,0.16
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
6208,日揚,40.8,-0.3,-0.73,0.02,,,,,,,,,,,,,2016Q1,-0.06,0.05,0.12,-0.04,-0.01,0.03,-0.12,0.02,0.18,0.08,-0.01,0.04
6212,理銘,49.25,-1.25,-2.48,0,,,,,,,,,,,,,2016Q1,-0.05,-0.02,-0.03,-0.01,0,0,0,0,0.03,0.02,0.02,0.01
6219,富旺,28.9,-1.05,-3.51,-0.13,,,,,,,,,,,,,2016Q1,-0.12,-0.11,-0.17,-0.11,-0.12,-0.11,-0.11,-0.13,-0.22,0.28,-0.77,0.16
6220,岳豐,21.35,-0.25,-1.16,-0.14,,,,,,,,,,,,,2016Q1,0.06,-0.14,0.06,0.06,-0.07,-0.18,-0.51,-0.37,0.05,-0.14,-0.24,-0.3
6221,晉泰,62.3,+2.3,+3.83,-0.02,,,,,,,,,,,,,2016Q1,-0.03,0.02,0,-0.1,0.02,-0.02,-0.06,-0.03,-0.01,-0.03,0,0
6223,旺矽,620,-26,-4.02,0.07,,,,,,,,,,,,,2016Q1,0.02,-0.05,-0.31,-0.19,0.07,0.36,0.02,0.06,0.21,0.04,0.43,0.17
6227,茂綸,87.4,-2.3,-2.56,-0.02,,,,,,,,,,,,,2016Q1,0.01,0.05,-0.06,0.11,-0.02,0.02,0.06,-0.06,-0.18,-0.04,-0.07,-0.08
6229,研通,24,+0.85,+3.67,0.06,,,,,,,,,,,,,2016Q1,0.02,0.02,0,0.01,0.06,0.05,0.05,0.03,0.09,0.27,0.05,0.05
6231,系微,241,-3.5,-1.43,0,,,,,,,,,,,,,2016Q1,0.03,-0.02,0.04,-0.05,0.01,0,-0.01,-0.02,0.06,0.05,-0.02,0
